Ref,Val,Package,PosX,PosY,Rot,Side
"SWH75","Alps_Switch","ALPS-1U",185.737500,-95.250000,0.000000,top
"SWH76","Alps_Switch","ALPS-1U",204.787500,-95.250000,0.000000,top
"SWH77","Alps_Switch","ALPS-1U",223.837500,-95.250000,0.000000,top
"SWH78","Alps_Switch","ALPS-1U",242.887500,-95.250000,0.000000,top
"SWH79","Alps_Switch","ALPS-1U",273.843750,-95.250000,0.000000,top
"SWH83","Alps_Switch","ALPS-1U",375.840625,-95.250000,0.000000,top
"SWH84","Alps_Switch","ALPS-1U",394.890625,-95.250000,0.000000,top
"SWH85","Alps_Switch","ALPS-1U",413.940625,-95.250000,0.000000,top
"SWH86","Alps_Switch","ALPS-1U",432.990625,-95.250000,180.000000,top
"SWH89","Alps_Switch","ALPS-1U",30.956250,-114.300000,0.000000,top
"SWH90","Alps_Switch","ALPS-1U",61.912500,-114.300000,0.000000,top
"SWH91","Alps_Switch","ALPS-1U",80.962500,-114.300000,0.000000,top
"SWH92","Alps_Switch","ALPS-1U",100.012500,-114.300000,0.000000,top
"SWH93","Alps_Switch","ALPS-1U",119.062500,-114.300000,0.000000,top
"SWH94","Alps_Switch","ALPS-1U",138.112500,-114.300000,0.000000,top
"SWH95","Alps_Switch","ALPS-1U",157.162500,-114.300000,0.000000,top
"SWH96","Alps_Switch","ALPS-1U",176.212500,-114.300000,0.000000,top
"SWH97","Alps_Switch","ALPS-1U",195.262500,-114.300000,0.000000,top
"SWH98","Alps_Switch","ALPS-1U",214.312500,-114.300000,0.000000,top
"SWH99","Alps_Switch","ALPS-1U",233.362500,-114.300000,0.000000,top
"SWH100","Alps_Switch","ALPS-1U",259.556250,-114.300000,0.000000,top
"SWH101","Alps_Switch","ALPS-1U",285.750000,-114.300000,0.000000,top
"SWH102","Alps_Switch","ALPS-1U",330.795313,-114.300000,0.000000,top
"SWH105","Alps_Switch","ALPS-1U",375.840625,-114.300000,0.000000,top
"SWH106","Alps_Switch","ALPS-1U",394.890625,-114.300000,0.000000,top
"SWH107","Alps_Switch","ALPS-1U",413.940625,-114.300000,0.000000,top
"SWH108","Alps_Switch","ALPS-1U",432.990625,-123.825000,90.000000,top
"SWH111","Alps_Switch","ALPS-1U",23.812500,-133.350000,180.000000,top
"SWH112","Alps_Switch","ALPS-1U",47.625000,-133.350000,180.000000,top
"SWH113","Alps_Switch","ALPS-1U",71.437500,-133.350000,180.000000,top
"SWH114","Alps_Switch","ALPS-1U",152.400000,-133.350000,0.000000,top
"SWH115","Alps_Switch","ALPS-1U",211.931250,-133.350000,0.000000,top
"SWH116","Alps_Switch","ALPS-1U",235.743750,-133.350000,0.000000,top
"SWH117","Alps_Switch","ALPS-1U",259.556250,-133.350000,0.000000,top
"SWH118","Alps_Switch","ALPS-1U",283.368750,-133.350000,0.000000,top
"SWH119","Alps_Switch","ALPS-1U",311.745313,-133.350000,0.000000,top
"SWH120","Alps_Switch","ALPS-1U",330.795313,-133.350000,0.000000,top
"SWH121","Alps_Switch","ALPS-1U",349.845313,-133.350000,0.000000,top
"SWH122","Alps_Switch","ALPS-1U",385.365625,-133.350000,0.000000,top
"SWH123","Alps_Switch","ALPS-1U",413.940625,-133.350000,0.000000,top
"SWH141","Alps_Switch","ALPS-1U",432.990625,-85.725000,-90.000000,top
"SWH142","Alps_Switch","ALPS-1U",269.081250,-114.300000,0.000000,top
"SWH143","Alps_Switch","ALPS-1U",233.362500,-133.350000,180.000000,top
"SWH144","Alps_Switch","ALPS-1U",257.175000,-133.350000,180.000000,top
"SWH145","Alps_Switch","ALPS-1U",280.987500,-133.350000,180.000000,top
"SWH148","Alps_Switch","ALPS-1U",283.368750,-85.725000,-90.000000,top
"SWH149","Alps_Switch","ALPS-1U",261.937500,-95.250000,0.000000,top
"SWH150","Alps_Switch","ALPS-1U",42.862500,-114.300000,0.000000,top
"SWH151","Alps_Switch","ALPS-1U",21.431250,-114.300000,0.000000,top
"SWH152","Alps_Switch","ALPS-1U",283.368750,-85.725000,0.000000,top
"SWH153","Alps_Switch","ALPS-1U",286.146875,-85.725000,-90.000000,top
"SWH154","Alps_Switch","ALPS-1U",280.590625,-85.725000,-90.000000,top
