Designator,Mid X,Mid Y,Rotation,Layer
"Q2",413.267500,-35.385000,180.000000,bottom
"Q3",412.257500,-40.115000,180.000000,bottom
"Q4",380.797500,-42.585000,180.000000,bottom
"R2",419.175000,-33.375000,0.000000,bottom
"R3",419.495000,-26.865000,90.000000,bottom
"R4",384.625000,-42.785000,-90.000000,bottom
"R8",388.015000,-19.845000,-90.000000,bottom
"R9",416.215000,-25.945000,180.000000,bottom
"R10",386.015000,-19.845000,-90.000000,bottom
"R11",384.015000,-19.845000,-90.000000,bottom
"R12",418.865000,-36.565000,180.000000,bottom
"R13",388.115000,-16.445000,0.000000,bottom
"R14",382.465000,-32.565000,-90.000000,bottom
"R15",407.885000,-25.885000,180.000000,bottom
"R16",391.815000,-15.545000,180.000000,bottom
"R17",407.885000,-27.885000,180.000000,bottom
"R18",391.115000,-44.445000,90.000000,bottom
"SW1",431.850000,-46.830000,180.000000,bottom
"U2",418.710000,-43.370000,-90.000000,bottom
"U3",393.885000,-35.455000,-180.000000,bottom
"U4",393.815000,-20.655000,0.000000,bottom
"U5",384.277500,-15.895000,0.000000,bottom
"U6",433.800000,-38.400000,-90.000000,bottom
"Y1",404.615000,-34.305000,180.000000,bottom
